Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	2/203	0.2697872573969225	0.4741853086791119	0	0	2.000101533150574	2.620376153040449	SMAD2;CDKN1A
KEGG_2016	Synaptic vesicle cycle Homo sapiens hsa04721	1/63	0.2711455282609312	0.4741853086791119	0	0	3.231997393287716	4.218078497375417	NAPA
KEGG_2016	Viral carcinogenesis Homo sapiens hsa05203	2/205	0.2734937354684326	0.4741853086791119	0	0	1.980195033678496	2.567276450212099	DLG1;CDKN1A
KEGG_2016	Longevity regulating pathway - multiple species Homo sapiens hsa04213	1/64	0.2748013108427819	0.4741853086791119	0	0	3.180535513868848	4.108319823136149	HSPA8
KEGG_2016	Inflammatory bowel disease (IBD) Homo sapiens hsa05321	1/65	0.2784389392137884	0.4741853086791119	0	0	3.1306818181818183	4.00275356439037	SMAD2
KEGG_2016	Glioma Homo sapiens hsa05214	1/65	0.2784389392137884	0.4741853086791119	0	0	3.1306818181818183	4.00275356439037	CDKN1A
KEGG_2016	Aminoacyl-tRNA biosynthesis Homo sapiens hsa00970	1/66	0.2820585025763683	0.4741853086791119	0	0	3.0823620823620823	3.9011631304837175	GATC
KEGG_2016	Pancreatic cancer Homo sapiens hsa05212	1/66	0.2820585025763683	0.4741853086791119	0	0	3.0823620823620823	3.9011631304837175	SMAD2
KEGG_2016	PPAR signaling pathway Homo sapiens hsa03320	1/69	0.2928096888806698	0.4783932945092634	0	0	2.9459298871063577	3.6182865561027495	NR1H3
KEGG_2016	p53 signaling pathway Homo sapiens hsa04115	1/69	0.2928096888806698	0.4783932945092634	0	0	2.9459298871063577	3.6182865561027495	CDKN1A
KEGG_2016	Bile secretion Homo sapiens hsa04976	1/71	0.2998884383134025	0.4800470346076804	0	0	2.8614718614718613	3.446198601550195	CA2
KEGG_2016	Chronic myeloid leukemia Homo sapiens hsa05220	1/73	0.3068970331118836	0.4800470346076804	0	0	2.781705948372615	3.2858706369655613	CDKN1A
KEGG_2016	Gastric acid secretion Homo sapiens hsa04971	1/74	0.3103752378928968	0.4800470346076804	0	0	2.74346201743462	3.209777224050686	CA2
KEGG_2016	Biosynthesis of amino acids Homo sapiens hsa01230	1/74	0.3103752378928968	0.4800470346076804	0	0	2.74346201743462	3.209777224050686	ALDOA
KEGG_2016	Bacterial invasion of epithelial cells Homo sapiens hsa05100	1/78	0.3241160944299128	0.4882787916086999	0	0	2.600419782237964	2.929772078325152	CDH1
KEGG_2016	Cardiac muscle contraction Homo sapiens hsa04260	1/78	0.3241160944299128	0.4882787916086999	0	0	2.600419782237964	2.929772078325152	TPM3
KEGG_2016	Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410	1/83	0.3409115467213686	0.5069966592266507	0	0	2.4412416851441243	2.627098856469418	TPM3
KEGG_2016	ErbB signaling pathway Homo sapiens hsa04012	1/87	0.3540498524990138	0.5128161895233866	0	0	2.327225745830397	2.4163993335324085	CDKN1A
KEGG_2016	Ribosome biogenesis in eukaryotes Homo sapiens hsa03008	1/89	0.3605214364245345	0.5128161895233866	0	0	2.2741046831955924	2.32005037808893	SNORD3B-2
KEGG_2016	Dilated cardiomyopathy Homo sapiens hsa05414	1/90	0.3637331156781473	0.5128161895233866	0	0	2.2484394506866416	2.273925239694265	TPM3
KEGG_2016	mRNA surveillance pathway Homo sapiens hsa03015	1/91	0.3669288252624231	0.5128161895233866	0	0	2.22334455667789	2.2290972080359737	PPP2CA
KEGG_2016	Morphine addiction Homo sapiens hsa05032	1/91	0.3669288252624231	0.5128161895233866	0	0	2.22334455667789	2.2290972080359737	PDE4A
KEGG_2016	Circadian entrainment Homo sapiens hsa04713	1/95	0.3795535332169826	0.5184775951966839	0	0	2.1283043197936813	2.061815304518316	PER3
KEGG_2016	Pancreatic secretion Homo sapiens hsa04972	1/96	0.3826705658807354	0.5184775951966839	0	0	2.105794790005316	2.022786046627892	CA2
KEGG_2016	Phosphatidylinositol signaling system Homo sapiens hsa04070	1/98	0.3888581963975129	0.5184775951966839	0	0	2.062168072477351	1.947801335478516	DGKA
KEGG_2016	Progesterone-mediated oocyte maturation Homo sapiens hsa04914	1/98	0.3888581963975129	0.5184775951966839	0	0	2.062168072477351	1.947801335478516	HSP90AA1
KEGG_2016	AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933	1/101	0.3980246944821334	0.5187737591003088	0	0	2.0	1.8424824583699575	SMAD2
KEGG_2016	Choline metabolism in cancer Homo sapiens hsa05231	1/101	0.3980246944821334	0.5187737591003088	0	0	2.0	1.8424824583699575	DGKA
KEGG_2016	T cell receptor signaling pathway Homo sapiens hsa04660	1/104	0.4070550586365517	0.5246487422426667	0	0	1.9414533686378344	1.7449915352070269	DLG1
KEGG_2016	Insulin resistance Homo sapiens hsa04931	1/109	0.4218085691393649	0.537690044177652	0	0	1.851103628881407	1.5978794932003777	NR1H3
KEGG_2016	Toxoplasmosis Homo sapiens hsa05145	1/118	0.4474548000683968	0.5581156646014412	0	0	1.7079340412673747	1.3734859734012153	HSPA8
KEGG_2016	Thyroid hormone signaling pathway Homo sapiens hsa04919	1/118	0.4474548000683968	0.5581156646014412	0	0	1.7079340412673747	1.3734859734012153	PFKFB2
KEGG_2016	Sphingolipid signaling pathway Homo sapiens hsa04071	1/120	0.4529991952356669	0.5590202834823124	0	0	1.6790595025889143	1.3295883355209954	PPP2CA
KEGG_2016	Dopaminergic synapse Homo sapiens hsa04728	1/129	0.4772750912018035	0.5827780060990444	0	0	1.560290404040404	1.1540879003160078	PPP2CA
KEGG_2016	Osteoclast differentiation Homo sapiens hsa04380	1/132	0.4851275940329752	0.5859191225674806	0	0	1.5243272418844938	1.1026119616962	FOSL1
KEGG_2016	Measles Homo sapiens hsa05162	1/136	0.4954162061866802	0.5859191225674806	0	0	1.4788627010849231	1.0386896427963577	HSPA8
KEGG_2016	Tight junction Homo sapiens hsa04530	1/139	0.502998845735877	0.5859191225674806	0	0	1.4464939247547943	0.993983474661611	PPP2CA
KEGG_2016	Cell adhesion molecules (CAMs) Homo sapiens hsa04514	1/142	0.5104686592356167	0.5859191225674806	0	0	1.4155025431621175	0.9518207634132154	CDH1
KEGG_2016	Wnt signaling pathway Homo sapiens hsa04310	1/142	0.5104686592356167	0.5859191225674806	0	0	1.4155025431621175	0.9518207634132154	FOSL1
KEGG_2016	Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550	1/142	0.5104686592356167	0.5859191225674806	0	0	1.4155025431621175	0.9518207634132154	SMAD2
KEGG_2016	Phospholipase D signaling pathway Homo sapiens hsa04072	1/144	0.515386675547343	0.5859191225674806	0	0	1.3955640319276683	0.9250326397711036	DGKA
KEGG_2016	Hepatitis B Homo sapiens hsa05161	1/146	0.5202557726245733	0.5859191225674806	0	0	1.3761755485893417	0.899240881378034	CDKN1A
KEGG_2016	Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932	1/151	0.5322176434695001	0.5936273715621347	0	0	1.32996632996633	0.8388134470328799	NR1H3
KEGG_2016	Oxytocin signaling pathway Homo sapiens hsa04921	1/158	0.5484697017864213	0.6059284324497607	0	0	1.270218104613009	0.7629225123606185	CDKN1A
KEGG_2016	Alzheimer's disease Homo sapiens hsa05010	1/168	0.5707216454532212	0.6245633101186194	0	0	1.1935522893606727	0.6694081869063938	NCSTN
KEGG_2016	Influenza A Homo sapiens hsa05164	1/175	0.5856485564286572	0.6312747874293941	0	0	1.145129455474283	0.6126847989798073	HSPA8
KEGG_2016	Purine metabolism Homo sapiens hsa00230	1/176	0.5877385951928842	0.6312747874293941	0	0	1.1385281385281385	0.6050969607350297	PDE4A
KEGG_2016	Herpes simplex infection Homo sapiens hsa05168	1/185	0.606085393723219	0.6450083089164533	0	0	1.0823451910408433	0.5419674580371615	PER3
KEGG_2016	Huntington's disease Homo sapiens hsa05016	1/193	0.6217136526856437	0.6556253064684969	0	0	1.0368265993265993	0.4927784439166676	NRF1
KEGG_2016	cAMP signaling pathway Homo sapiens hsa04024	1/199	0.6330305302852147	0.661545419036801	0	0	1.0051015202530351	0.4595692288153314	PDE4A
KEGG_2016	Rap1 signaling pathway Homo sapiens hsa04015	1/211	0.6546682985567409	0.6780493092194817	0	0	0.9470899470899472	0.4012124809539374	CDH1
KEGG_2016	Ras signaling pathway Homo sapiens hsa04014	1/227	0.6815654540395655	0.6996601121114123	0	0	0.8793242156074015	0.3371003590491747	RASAL1
KEGG_2016	MAPK signaling pathway Homo sapiens hsa04010	1/255	0.7237368596186848	0.736433997506732	0	0	0.7812773403324584	0.2526083759936451	HSPA8
KEGG_2016	Cytokine-cytokine receptor interaction Homo sapiens hsa04060	1/265	0.7374167776971414	0.7438290975032035	0	0	0.7513008876645241	0.2288477837396342	OSMR
KEGG_2016	MicroRNAs in cancer Homo sapiens hsa05206	1/297	0.7768419503727892	0.7768419503727892	0	0	0.668987168987169	0.1689315423580777	CDKN1A
